trip_id,arrival_time,stop_id,sequence_id,departure_time
SD_15,2023-03-21 09:20:00,S_11,4,2023-03-21 09:20:00
SD_15,2023-03-21 09:29:00,S_10,5,2023-03-21 09:29:00
SD_15,2023-03-21 09:35:00,S_9,6,2023-03-21 09:35:00
SD_15,2023-03-21 09:42:00,S_8,7,2023-03-21 09:42:00
SD_15,2023-03-21 09:46:00,S_7,8,2023-03-21 09:46:00
SD_15,2023-03-21 09:52:00,S_6,9,2023-03-21 09:52:00
SD_15,2023-03-21 09:56:00,S_5,10,2023-03-21 09:56:00
SD_15,2023-03-21 10:01:00,S_4,11,2023-03-21 10:01:00
SD_15,2023-03-21 10:07:00,S_3,12,2023-03-21 10:07:00
SD_15,2023-03-21 10:10:00,S_2,13,2023-03-21 10:10:00
SD_15,2023-03-21 10:13:00,S_1,14,2023-03-21 10:13:00
SD_16,2023-03-21 09:00:00,S_15,0,2023-03-21 09:00:00
SD_16,2023-03-21 09:10:00,S_14,1,2023-03-21 09:10:00
SD_16,2023-03-21 09:14:00,S_13,2,2023-03-21 09:14:00
SD_16,2023-03-21 09:22:00,S_12,3,2023-03-21 09:22:00
SD_16,2023-03-21 09:30:00,S_11,4,2023-03-21 09:30:00
SD_16,2023-03-21 09:39:00,S_10,5,2023-03-21 09:39:00
SD_16,2023-03-21 09:45:00,S_9,6,2023-03-21 09:45:00
SD_16,2023-03-21 09:52:00,S_8,7,2023-03-21 09:52:00
SD_16,2023-03-21 09:56:00,S_7,8,2023-03-21 09:56:00
SD_16,2023-03-21 10:02:00,S_6,9,2023-03-21 10:02:00
SD_16,2023-03-21 10:06:00,S_5,10,2023-03-21 10:06:00
SD_16,2023-03-21 10:11:00,S_4,11,2023-03-21 10:11:00
SD_16,2023-03-21 10:17:00,S_3,12,2023-03-21 10:17:00
SD_16,2023-03-21 10:20:00,S_2,13,2023-03-21 10:20:00
SD_16,2023-03-21 10:23:00,S_1,14,2023-03-21 10:23:00
SD_17,2023-03-21 09:10:00,S_15,0,2023-03-21 09:10:00
SD_17,2023-03-21 09:20:00,S_14,1,2023-03-21 09:20:00
SD_17,2023-03-21 09:24:00,S_13,2,2023-03-21 09:24:00
SD_17,2023-03-21 09:32:00,S_12,3,2023-03-21 09:32:00
SD_17,2023-03-21 09:40:00,S_11,4,2023-03-21 09:40:00
SD_17,2023-03-21 09:49:00,S_10,5,2023-03-21 09:49:00
SD_17,2023-03-21 09:55:00,S_9,6,2023-03-21 09:55:00
SD_17,2023-03-21 10:02:00,S_8,7,2023-03-21 10:02:00
SD_17,2023-03-21 10:06:00,S_7,8,2023-03-21 10:06:00
SD_17,2023-03-21 10:12:00,S_6,9,2023-03-21 10:12:00
SD_17,2023-03-21 10:16:00,S_5,10,2023-03-21 10:16:00
SD_17,2023-03-21 10:21:00,S_4,11,2023-03-21 10:21:00
SD_17,2023-03-21 10:27:00,S_3,12,2023-03-21 10:27:00
SD_17,2023-03-21 10:30:00,S_2,13,2023-03-21 10:30:00
SD_17,2023-03-21 10:33:00,S_1,14,2023-03-21 10:33:00
SD_18,2023-03-21 09:20:00,S_15,0,2023-03-21 09:20:00
SD_18,2023-03-21 09:30:00,S_14,1,2023-03-21 09:30:00
SD_18,2023-03-21 09:34:00,S_13,2,2023-03-21 09:34:00
SD_18,2023-03-21 09:42:00,S_12,3,2023-03-21 09:42:00
SD_18,2023-03-21 09:50:00,S_11,4,2023-03-21 09:50:00
SD_18,2023-03-21 09:59:00,S_10,5,2023-03-21 09:59:00
SD_18,2023-03-21 10:05:00,S_9,6,2023-03-21 10:05:00
SD_18,2023-03-21 10:12:00,S_8,7,2023-03-21 10:12:00
SD_18,2023-03-21 10:16:00,S_7,8,2023-03-21 10:16:00
SD_18,2023-03-21 10:22:00,S_6,9,2023-03-21 10:22:00
SD_18,2023-03-21 10:26:00,S_5,10,2023-03-21 10:26:00
SD_18,2023-03-21 10:31:00,S_4,11,2023-03-21 10:31:00
SD_18,2023-03-21 10:37:00,S_3,12,2023-03-21 10:37:00
SD_18,2023-03-21 10:40:00,S_2,13,2023-03-21 10:40:00
SD_18,2023-03-21 10:43:00,S_1,14,2023-03-21 10:43:00
SD_19,2023-03-21 09:30:00,S_15,0,2023-03-21 09:30:00
SD_19,2023-03-21 09:40:00,S_14,1,2023-03-21 09:40:00
SD_19,2023-03-21 09:44:00,S_13,2,2023-03-21 09:44:00
SD_19,2023-03-21 09:52:00,S_12,3,2023-03-21 09:52:00
SD_19,2023-03-21 10:00:00,S_11,4,2023-03-21 10:00:00
SD_19,2023-03-21 10:09:00,S_10,5,2023-03-21 10:09:00
SD_19,2023-03-21 10:15:00,S_9,6,2023-03-21 10:15:00
SD_19,2023-03-21 10:22:00,S_8,7,2023-03-21 10:22:00
SD_19,2023-03-21 10:26:00,S_7,8,2023-03-21 10:26:00
SD_19,2023-03-21 10:32:00,S_6,9,2023-03-21 10:32:00
SD_19,2023-03-21 10:36:00,S_5,10,2023-03-21 10:36:00
SD_19,2023-03-21 10:41:00,S_4,11,2023-03-21 10:41:00
SD_19,2023-03-21 10:47:00,S_3,12,2023-03-21 10:47:00
SD_19,2023-03-21 10:50:00,S_2,13,2023-03-21 10:50:00
SD_19,2023-03-21 10:53:00,S_1,14,2023-03-21 10:53:00
SD_20,2023-03-21 09:40:00,S_15,0,2023-03-21 09:40:00
SD_20,2023-03-21 09:50:00,S_14,1,2023-03-21 09:50:00
SD_20,2023-03-21 09:54:00,S_13,2,2023-03-21 09:54:00
SD_20,2023-03-21 10:02:00,S_12,3,2023-03-21 10:02:00
SD_20,2023-03-21 10:10:00,S_11,4,2023-03-21 10:10:00
SD_20,2023-03-21 10:19:00,S_10,5,2023-03-21 10:19:00
SD_20,2023-03-21 10:25:00,S_9,6,2023-03-21 10:25:00
SD_20,2023-03-21 10:32:00,S_8,7,2023-03-21 10:32:00
SD_20,2023-03-21 10:36:00,S_7,8,2023-03-21 10:36:00
SD_20,2023-03-21 10:42:00,S_6,9,2023-03-21 10:42:00
SD_20,2023-03-21 10:46:00,S_5,10,2023-03-21 10:46:00
SD_20,2023-03-21 10:51:00,S_4,11,2023-03-21 10:51:00
SD_20,2023-03-21 10:57:00,S_3,12,2023-03-21 10:57:00
SD_20,2023-03-21 11:00:00,S_2,13,2023-03-21 11:00:00
SD_20,2023-03-21 11:03:00,S_1,14,2023-03-21 11:03:00
SD_21,2023-03-21 09:50:00,S_15,0,2023-03-21 09:50:00
SD_21,2023-03-21 10:00:00,S_14,1,2023-03-21 10:00:00
SD_21,2023-03-21 10:04:00,S_13,2,2023-03-21 10:04:00
SD_21,2023-03-21 10:12:00,S_12,3,2023-03-21 10:12:00
SD_21,2023-03-21 10:20:00,S_11,4,2023-03-21 10:20:00
SD_21,2023-03-21 10:29:00,S_10,5,2023-03-21 10:29:00
SD_21,2023-03-21 10:35:00,S_9,6,2023-03-21 10:35:00
SD_21,2023-03-21 10:42:00,S_8,7,2023-03-21 10:42:00
SD_21,2023-03-21 10:46:00,S_7,8,2023-03-21 10:46:00
SD_21,2023-03-21 10:52:00,S_6,9,2023-03-21 10:52:00
SD_21,2023-03-21 10:56:00,S_5,10,2023-03-21 10:56:00
SD_21,2023-03-21 11:01:00,S_4,11,2023-03-21 11:01:00
SD_21,2023-03-21 11:07:00,S_3,12,2023-03-21 11:07:00
SD_21,2023-03-21 11:10:00,S_2,13,2023-03-21 11:10:00
SD_21,2023-03-21 11:13:00,S_1,14,2023-03-21 11:13:00
SD_22,2023-03-21 10:00:00,S_15,0,2023-03-21 10:00:00
SD_22,2023-03-21 10:10:00,S_14,1,2023-03-21 10:10:00
SD_22,2023-03-21 10:14:00,S_13,2,2023-03-21 10:14:00
SD_22,2023-03-21 10:22:00,S_12,3,2023-03-21 10:22:00
SD_22,2023-03-21 10:30:00,S_11,4,2023-03-21 10:30:00
SD_22,2023-03-21 10:39:00,S_10,5,2023-03-21 10:39:00
SD_22,2023-03-21 10:45:00,S_9,6,2023-03-21 10:45:00
SD_22,2023-03-21 10:52:00,S_8,7,2023-03-21 10:52:00
SD_22,2023-03-21 10:56:00,S_7,8,2023-03-21 10:56:00
SD_22,2023-03-21 11:02:00,S_6,9,2023-03-21 11:02:00
SD_22,2023-03-21 11:06:00,S_5,10,2023-03-21 11:06:00
SD_22,2023-03-21 11:11:00,S_4,11,2023-03-21 11:11:00
SD_22,2023-03-21 11:17:00,S_3,12,2023-03-21 11:17:00
SD_22,2023-03-21 11:20:00,S_2,13,2023-03-21 11:20:00
SD_22,2023-03-21 11:23:00,S_1,14,2023-03-21 11:23:00
SD_23,2023-03-21 10:12:00,S_15,0,2023-03-21 10:12:00
SD_23,2023-03-21 10:22:00,S_14,1,2023-03-21 10:22:00
SD_23,2023-03-21 10:26:00,S_13,2,2023-03-21 10:26:00
SD_23,2023-03-21 10:34:00,S_12,3,2023-03-21 10:34:00
SD_23,2023-03-21 10:42:00,S_11,4,2023-03-21 10:42:00
SD_23,2023-03-21 10:51:00,S_10,5,2023-03-21 10:51:00
SD_23,2023-03-21 10:57:00,S_9,6,2023-03-21 10:57:00
SD_23,2023-03-21 11:04:00,S_8,7,2023-03-21 11:04:00
SD_23,2023-03-21 11:08:00,S_7,8,2023-03-21 11:08:00
SD_23,2023-03-21 11:14:00,S_6,9,2023-03-21 11:14:00
SD_23,2023-03-21 11:18:00,S_5,10,2023-03-21 11:18:00
SD_23,2023-03-21 11:23:00,S_4,11,2023-03-21 11:23:00
SD_23,2023-03-21 11:29:00,S_3,12,2023-03-21 11:29:00
SD_23,2023-03-21 11:32:00,S_2,13,2023-03-21 11:32:00
SD_23,2023-03-21 11:35:00,S_1,14,2023-03-21 11:35:00
SD_24,2023-03-21 10:24:00,S_15,0,2023-03-21 10:24:00
SD_24,2023-03-21 10:34:00,S_14,1,2023-03-21 10:34:00
SD_24,2023-03-21 10:38:00,S_13,2,2023-03-21 10:38:00
SD_24,2023-03-21 10:46:00,S_12,3,2023-03-21 10:46:00
SD_24,2023-03-21 10:54:00,S_11,4,2023-03-21 10:54:00
SD_24,2023-03-21 11:03:00,S_10,5,2023-03-21 11:03:00
SD_24,2023-03-21 11:09:00,S_9,6,2023-03-21 11:09:00
SD_24,2023-03-21 11:16:00,S_8,7,2023-03-21 11:16:00
SD_24,2023-03-21 11:20:00,S_7,8,2023-03-21 11:20:00
SD_24,2023-03-21 11:26:00,S_6,9,2023-03-21 11:26:00
SD_24,2023-03-21 11:30:00,S_5,10,2023-03-21 11:30:00
SD_24,2023-03-21 11:35:00,S_4,11,2023-03-21 11:35:00
SD_24,2023-03-21 11:41:00,S_3,12,2023-03-21 11:41:00
SD_24,2023-03-21 11:44:00,S_2,13,2023-03-21 11:44:00
SD_24,2023-03-21 11:47:00,S_1,14,2023-03-21 11:47:00
SD_25,2023-03-21 10:36:00,S_15,0,2023-03-21 10:36:00
SD_25,2023-03-21 10:46:00,S_14,1,2023-03-21 10:46:00
SD_25,2023-03-21 10:50:00,S_13,2,2023-03-21 10:50:00
SD_25,2023-03-21 10:58:00,S_12,3,2023-03-21 10:58:00
SD_25,2023-03-21 11:06:00,S_11,4,2023-03-21 11:06:00
SD_25,2023-03-21 11:15:00,S_10,5,2023-03-21 11:15:00
SD_25,2023-03-21 11:21:00,S_9,6,2023-03-21 11:21:00
SD_25,2023-03-21 11:28:00,S_8,7,2023-03-21 11:28:00
SD_25,2023-03-21 11:32:00,S_7,8,2023-03-21 11:32:00
SD_25,2023-03-21 11:38:00,S_6,9,2023-03-21 11:38:00
SD_25,2023-03-21 11:42:00,S_5,10,2023-03-21 11:42:00
SD_25,2023-03-21 11:47:00,S_4,11,2023-03-21 11:47:00
SD_25,2023-03-21 11:53:00,S_3,12,2023-03-21 11:53:00
SD_25,2023-03-21 11:56:00,S_2,13,2023-03-21 11:56:00
SD_25,2023-03-21 11:59:00,S_1,14,2023-03-21 11:59:00
SD_26,2023-03-21 10:48:00,S_15,0,2023-03-21 10:48:00
SD_26,2023-03-21 10:58:00,S_14,1,2023-03-21 10:58:00
SD_26,2023-03-21 11:02:00,S_13,2,2023-03-21 11:02:00
SD_26,2023-03-21 11:10:00,S_12,3,2023-03-21 11:10:00
SD_26,2023-03-21 11:18:00,S_11,4,2023-03-21 11:18:00
SD_26,2023-03-21 11:27:00,S_10,5,2023-03-21 11:27:00
SD_26,2023-03-21 11:33:00,S_9,6,2023-03-21 11:33:00
SD_26,2023-03-21 11:40:00,S_8,7,2023-03-21 11:40:00
SD_26,2023-03-21 11:44:00,S_7,8,2023-03-21 11:44:00
SD_26,2023-03-21 11:50:00,S_6,9,2023-03-21 11:50:00
SD_26,2023-03-21 11:54:00,S_5,10,2023-03-21 11:54:00
SD_26,2023-03-21 11:59:00,S_4,11,2023-03-21 11:59:00
SD_26,2023-03-21 12:05:00,S_3,12,2023-03-21 12:05:00
SD_26,2023-03-21 12:08:00,S_2,13,2023-03-21 12:08:00
SD_26,2023-03-21 12:11:00,S_1,14,2023-03-21 12:11:00
SD_27,2023-03-21 11:00:00,S_15,0,2023-03-21 11:00:00
SD_27,2023-03-21 11:10:00,S_14,1,2023-03-21 11:10:00
SD_27,2023-03-21 11:14:00,S_13,2,2023-03-21 11:14:00
SD_27,2023-03-21 11:22:00,S_12,3,2023-03-21 11:22:00
SD_27,2023-03-21 11:30:00,S_11,4,2023-03-21 11:30:00
SD_27,2023-03-21 11:39:00,S_10,5,2023-03-21 11:39:00
SD_27,2023-03-21 11:45:00,S_9,6,2023-03-21 11:45:00
SD_27,2023-03-21 11:52:00,S_8,7,2023-03-21 11:52:00
SD_27,2023-03-21 11:56:00,S_7,8,2023-03-21 11:56:00
SD_27,2023-03-21 12:02:00,S_6,9,2023-03-21 12:02:00
SD_27,2023-03-21 12:06:00,S_5,10,2023-03-21 12:06:00
SD_27,2023-03-21 12:11:00,S_4,11,2023-03-21 12:11:00
SD_27,2023-03-21 12:17:00,S_3,12,2023-03-21 12:17:00
SD_27,2023-03-21 12:20:00,S_2,13,2023-03-21 12:20:00
SD_27,2023-03-21 12:23:00,S_1,14,2023-03-21 12:23:00
SD_28,2023-03-21 11:15:00,S_15,0,2023-03-21 11:15:00
SD_28,2023-03-21 11:25:00,S_14,1,2023-03-21 11:25:00
SD_28,2023-03-21 11:29:00,S_13,2,2023-03-21 11:29:00
SD_28,2023-03-21 11:37:00,S_12,3,2023-03-21 11:37:00
SD_28,2023-03-21 11:45:00,S_11,4,2023-03-21 11:45:00
SD_28,2023-03-21 11:54:00,S_10,5,2023-03-21 11:54:00
SD_28,2023-03-21 12:00:00,S_9,6,2023-03-21 12:00:00
SD_28,2023-03-21 12:07:00,S_8,7,2023-03-21 12:07:00
SD_28,2023-03-21 12:11:00,S_7,8,2023-03-21 12:11:00
SD_28,2023-03-21 12:17:00,S_6,9,2023-03-21 12:17:00
SD_28,2023-03-21 12:21:00,S_5,10,2023-03-21 12:21:00
SD_28,2023-03-21 12:26:00,S_4,11,2023-03-21 12:26:00
SD_28,2023-03-21 12:32:00,S_3,12,2023-03-21 12:32:00
SD_28,2023-03-21 12:35:00,S_2,13,2023-03-21 12:35:00
SD_28,2023-03-21 12:38:00,S_1,14,2023-03-21 12:38:00
SD_29,2023-03-21 11:30:00,S_15,0,2023-03-21 11:30:00
SD_29,2023-03-21 11:40:00,S_14,1,2023-03-21 11:40:00
SD_29,2023-03-21 11:44:00,S_13,2,2023-03-21 11:44:00
SD_29,2023-03-21 11:52:00,S_12,3,2023-03-21 11:52:00
SD_29,2023-03-21 12:00:00,S_11,4,2023-03-21 12:00:00
SD_29,2023-03-21 12:09:00,S_10,5,2023-03-21 12:09:00
SD_29,2023-03-21 12:15:00,S_9,6,2023-03-21 12:15:00
SD_29,2023-03-21 12:22:00,S_8,7,2023-03-21 12:22:00
SD_29,2023-03-21 12:26:00,S_7,8,2023-03-21 12:26:00
SD_29,2023-03-21 12:32:00,S_6,9,2023-03-21 12:32:00
SD_29,2023-03-21 12:36:00,S_5,10,2023-03-21 12:36:00
SD_29,2023-03-21 12:41:00,S_4,11,2023-03-21 12:41:00
SD_29,2023-03-21 12:47:00,S_3,12,2023-03-21 12:47:00
SD_29,2023-03-21 12:50:00,S_2,13,2023-03-21 12:50:00
SD_29,2023-03-21 12:53:00,S_1,14,2023-03-21 12:53:00
SD_30,2023-03-21 11:45:00,S_15,0,2023-03-21 11:45:00
SD_30,2023-03-21 11:55:00,S_14,1,2023-03-21 11:55:00
SD_30,2023-03-21 11:59:00,S_13,2,2023-03-21 11:59:00
SD_30,2023-03-21 12:07:00,S_12,3,2023-03-21 12:07:00
SD_30,2023-03-21 12:15:00,S_11,4,2023-03-21 12:15:00
SD_30,2023-03-21 12:24:00,S_10,5,2023-03-21 12:24:00
SD_30,2023-03-21 12:30:00,S_9,6,2023-03-21 12:30:00
SD_30,2023-03-21 12:37:00,S_8,7,2023-03-21 12:37:00
SD_30,2023-03-21 12:41:00,S_7,8,2023-03-21 12:41:00
SD_30,2023-03-21 12:47:00,S_6,9,2023-03-21 12:47:00
SD_30,2023-03-21 12:51:00,S_5,10,2023-03-21 12:51:00
SD_30,2023-03-21 12:56:00,S_4,11,2023-03-21 12:56:00
SD_30,2023-03-21 13:02:00,S_3,12,2023-03-21 13:02:00
SD_30,2023-03-21 13:05:00,S_2,13,2023-03-21 13:05:00
SD_30,2023-03-21 13:08:00,S_1,14,2023-03-21 13:08:00
SD_31,2023-03-21 12:00:00,S_15,0,2023-03-21 12:00:00
SD_31,2023-03-21 12:10:00,S_14,1,2023-03-21 12:10:00
SD_31,2023-03-21 12:14:00,S_13,2,2023-03-21 12:14:00
SD_31,2023-03-21 12:22:00,S_12,3,2023-03-21 12:22:00
SD_31,2023-03-21 12:30:00,S_11,4,2023-03-21 12:30:00
SD_31,2023-03-21 12:39:00,S_10,5,2023-03-21 12:39:00
SD_31,2023-03-21 12:45:00,S_9,6,2023-03-21 12:45:00
SD_31,2023-03-21 12:52:00,S_8,7,2023-03-21 12:52:00
SD_31,2023-03-21 12:56:00,S_7,8,2023-03-21 12:56:00
SD_31,2023-03-21 13:02:00,S_6,9,2023-03-21 13:02:00
SD_31,2023-03-21 13:06:00,S_5,10,2023-03-21 13:06:00
SD_31,2023-03-21 13:11:00,S_4,11,2023-03-21 13:11:00
SD_31,2023-03-21 13:17:00,S_3,12,2023-03-21 13:17:00
SD_31,2023-03-21 13:20:00,S_2,13,2023-03-21 13:20:00
SD_31,2023-03-21 13:23:00,S_1,14,2023-03-21 13:23:00
SD_32,2023-03-21 12:20:00,S_15,0,2023-03-21 12:20:00
SD_32,2023-03-21 12:30:00,S_14,1,2023-03-21 12:30:00
SD_32,2023-03-21 12:34:00,S_13,2,2023-03-21 12:34:00
SD_32,2023-03-21 12:42:00,S_12,3,2023-03-21 12:42:00
SD_32,2023-03-21 12:50:00,S_11,4,2023-03-21 12:50:00
SD_32,2023-03-21 12:59:00,S_10,5,2023-03-21 12:59:00
SD_32,2023-03-21 13:05:00,S_9,6,2023-03-21 13:05:00
SD_32,2023-03-21 13:12:00,S_8,7,2023-03-21 13:12:00
SD_32,2023-03-21 13:16:00,S_7,8,2023-03-21 13:16:00
SD_32,2023-03-21 13:22:00,S_6,9,2023-03-21 13:22:00
SD_32,2023-03-21 13:26:00,S_5,10,2023-03-21 13:26:00
SD_32,2023-03-21 13:31:00,S_4,11,2023-03-21 13:31:00
SD_32,2023-03-21 13:37:00,S_3,12,2023-03-21 13:37:00
SD_32,2023-03-21 13:40:00,S_2,13,2023-03-21 13:40:00
SD_32,2023-03-21 13:43:00,S_1,14,2023-03-21 13:43:00
SD_33,2023-03-21 12:40:00,S_15,0,2023-03-21 12:40:00
SD_33,2023-03-21 12:50:00,S_14,1,2023-03-21 12:50:00
SD_33,2023-03-21 12:54:00,S_13,2,2023-03-21 12:54:00
SD_33,2023-03-21 13:02:00,S_12,3,2023-03-21 13:02:00
SD_33,2023-03-21 13:10:00,S_11,4,2023-03-21 13:10:00
SD_33,2023-03-21 13:19:00,S_10,5,2023-03-21 13:19:00
SD_33,2023-03-21 13:25:00,S_9,6,2023-03-21 13:25:00
SD_33,2023-03-21 13:32:00,S_8,7,2023-03-21 13:32:00
SD_33,2023-03-21 13:36:00,S_7,8,2023-03-21 13:36:00
SD_33,2023-03-21 13:42:00,S_6,9,2023-03-21 13:42:00
SD_33,2023-03-21 13:46:00,S_5,10,2023-03-21 13:46:00
SD_33,2023-03-21 13:51:00,S_4,11,2023-03-21 13:51:00
SD_33,2023-03-21 13:57:00,S_3,12,2023-03-21 13:57:00
SD_33,2023-03-21 14:00:00,S_2,13,2023-03-21 14:00:00
SD_33,2023-03-21 14:03:00,S_1,14,2023-03-21 14:03:00
SD_34,2023-03-21 13:00:00,S_15,0,2023-03-21 13:00:00
SD_34,2023-03-21 13:10:00,S_14,1,2023-03-21 13:10:00
SD_34,2023-03-21 13:14:00,S_13,2,2023-03-21 13:14:00
SD_34,2023-03-21 13:22:00,S_12,3,2023-03-21 13:22:00
SD_34,2023-03-21 13:30:00,S_11,4,2023-03-21 13:30:00
SD_34,2023-03-21 13:39:00,S_10,5,2023-03-21 13:39:00
SD_34,2023-03-21 13:45:00,S_9,6,2023-03-21 13:45:00
SD_34,2023-03-21 13:52:00,S_8,7,2023-03-21 13:52:00
SD_34,2023-03-21 13:56:00,S_7,8,2023-03-21 13:56:00
SD_34,2023-03-21 14:02:00,S_6,9,2023-03-21 14:02:00
SD_34,2023-03-21 14:06:00,S_5,10,2023-03-21 14:06:00
SD_34,2023-03-21 14:11:00,S_4,11,2023-03-21 14:11:00
SD_34,2023-03-21 14:17:00,S_3,12,2023-03-21 14:17:00
SD_34,2023-03-21 14:20:00,S_2,13,2023-03-21 14:20:00
SD_34,2023-03-21 14:23:00,S_1,14,2023-03-21 14:23:00
SD_35,2023-03-21 13:30:00,S_15,0,2023-03-21 13:30:00
SD_35,2023-03-21 13:40:00,S_14,1,2023-03-21 13:40:00
SD_35,2023-03-21 13:44:00,S_13,2,2023-03-21 13:44:00
SD_35,2023-03-21 13:52:00,S_12,3,2023-03-21 13:52:00
SD_35,2023-03-21 14:00:00,S_11,4,2023-03-21 14:00:00
SD_35,2023-03-21 14:09:00,S_10,5,2023-03-21 14:09:00
SD_35,2023-03-21 14:15:00,S_9,6,2023-03-21 14:15:00
SD_35,2023-03-21 14:22:00,S_8,7,2023-03-21 14:22:00
SD_35,2023-03-21 14:26:00,S_7,8,2023-03-21 14:26:00
SD_35,2023-03-21 14:32:00,S_6,9,2023-03-21 14:32:00
SD_35,2023-03-21 14:36:00,S_5,10,2023-03-21 14:36:00
SD_35,2023-03-21 14:41:00,S_4,11,2023-03-21 14:41:00
SD_35,2023-03-21 14:47:00,S_3,12,2023-03-21 14:47:00
SD_35,2023-03-21 14:50:00,S_2,13,2023-03-21 14:50:00
SD_35,2023-03-21 14:53:00,S_1,14,2023-03-21 14:53:00
SD_36,2023-03-21 14:00:00,S_15,0,2023-03-21 14:00:00
SD_36,2023-03-21 14:10:00,S_14,1,2023-03-21 14:10:00
SD_36,2023-03-21 14:14:00,S_13,2,2023-03-21 14:14:00
SD_36,2023-03-21 14:22:00,S_12,3,2023-03-21 14:22:00
SD_36,2023-03-21 14:30:00,S_11,4,2023-03-21 14:30:00
SD_36,2023-03-21 14:39:00,S_10,5,2023-03-21 14:39:00
SD_36,2023-03-21 14:45:00,S_9,6,2023-03-21 14:45:00
SD_36,2023-03-21 14:52:00,S_8,7,2023-03-21 14:52:00
SD_36,2023-03-21 14:56:00,S_7,8,2023-03-21 14:56:00
SD_36,2023-03-21 15:02:00,S_6,9,2023-03-21 15:02:00
SD_36,2023-03-21 15:06:00,S_5,10,2023-03-21 15:06:00
SD_36,2023-03-21 15:11:00,S_4,11,2023-03-21 15:11:00
SD_36,2023-03-21 15:17:00,S_3,12,2023-03-21 15:17:00
SD_36,2023-03-21 15:20:00,S_2,13,2023-03-21 15:20:00
SD_36,2023-03-21 15:23:00,S_1,14,2023-03-21 15:23:00
SD_37,2023-03-21 14:20:00,S_15,0,2023-03-21 14:20:00
SD_37,2023-03-21 14:30:00,S_14,1,2023-03-21 14:30:00
SD_37,2023-03-21 14:34:00,S_13,2,2023-03-21 14:34:00
SD_37,2023-03-21 14:42:00,S_12,3,2023-03-21 14:42:00
SD_37,2023-03-21 14:50:00,S_11,4,2023-03-21 14:50:00
SD_37,2023-03-21 14:59:00,S_10,5,2023-03-21 14:59:00
SD_37,2023-03-21 15:05:00,S_9,6,2023-03-21 15:05:00
SD_37,2023-03-21 15:12:00,S_8,7,2023-03-21 15:12:00
SD_37,2023-03-21 15:16:00,S_7,8,2023-03-21 15:16:00
SD_37,2023-03-21 15:22:00,S_6,9,2023-03-21 15:22:00
SD_37,2023-03-21 15:26:00,S_5,10,2023-03-21 15:26:00
SD_37,2023-03-21 15:31:00,S_4,11,2023-03-21 15:31:00
SD_37,2023-03-21 15:37:00,S_3,12,2023-03-21 15:37:00
SD_37,2023-03-21 15:40:00,S_2,13,2023-03-21 15:40:00
SD_37,2023-03-21 15:43:00,S_1,14,2023-03-21 15:43:00
SD_38,2023-03-21 14:40:00,S_15,0,2023-03-21 14:40:00
SD_38,2023-03-21 14:50:00,S_14,1,2023-03-21 14:50:00
SD_38,2023-03-21 14:54:00,S_13,2,2023-03-21 14:54:00
SD_38,2023-03-21 15:02:00,S_12,3,2023-03-21 15:02:00
SD_38,2023-03-21 15:10:00,S_11,4,2023-03-21 15:10:00
SD_38,2023-03-21 15:19:00,S_10,5,2023-03-21 15:19:00
SD_38,2023-03-21 15:25:00,S_9,6,2023-03-21 15:25:00
SD_38,2023-03-21 15:32:00,S_8,7,2023-03-21 15:32:00
SD_38,2023-03-21 15:36:00,S_7,8,2023-03-21 15:36:00
SD_38,2023-03-21 15:42:00,S_6,9,2023-03-21 15:42:00
SD_38,2023-03-21 15:46:00,S_5,10,2023-03-21 15:46:00
SD_38,2023-03-21 15:51:00,S_4,11,2023-03-21 15:51:00
SD_38,2023-03-21 15:57:00,S_3,12,2023-03-21 15:57:00
SD_38,2023-03-21 16:00:00,S_2,13,2023-03-21 16:00:00
SD_38,2023-03-21 16:03:00,S_1,14,2023-03-21 16:03:00
SD_39,2023-03-21 15:00:00,S_15,0,2023-03-21 15:00:00
SD_39,2023-03-21 15:10:00,S_14,1,2023-03-21 15:10:00
SD_39,2023-03-21 15:14:00,S_13,2,2023-03-21 15:14:00
SD_39,2023-03-21 15:22:00,S_12,3,2023-03-21 15:22:00
SD_39,2023-03-21 15:30:00,S_11,4,2023-03-21 15:30:00
SD_39,2023-03-21 15:39:00,S_10,5,2023-03-21 15:39:00
SD_39,2023-03-21 15:45:00,S_9,6,2023-03-21 15:45:00
SD_39,2023-03-21 15:52:00,S_8,7,2023-03-21 15:52:00
SD_39,2023-03-21 15:56:00,S_7,8,2023-03-21 15:56:00
SD_39,2023-03-21 16:02:00,S_6,9,2023-03-21 16:02:00
SD_39,2023-03-21 16:06:00,S_5,10,2023-03-21 16:06:00
SD_39,2023-03-21 16:11:00,S_4,11,2023-03-21 16:11:00
SD_39,2023-03-21 16:17:00,S_3,12,2023-03-21 16:17:00
SD_39,2023-03-21 16:20:00,S_2,13,2023-03-21 16:20:00
SD_39,2023-03-21 16:23:00,S_1,14,2023-03-21 16:23:00
SD_40,2023-03-21 15:15:00,S_15,0,2023-03-21 15:15:00
SD_40,2023-03-21 15:25:00,S_14,1,2023-03-21 15:25:00
SD_40,2023-03-21 15:29:00,S_13,2,2023-03-21 15:29:00
SD_40,2023-03-21 15:37:00,S_12,3,2023-03-21 15:37:00
SD_40,2023-03-21 15:45:00,S_11,4,2023-03-21 15:45:00
SD_40,2023-03-21 15:54:00,S_10,5,2023-03-21 15:54:00
